Autor;Ano;Emenda;UF;Município;Codigo_IBGE;Favorecido;Ação;Área;Objeto;Contato (Nome);Contato (Tel);Valor (R$)
Jean Paul Prates;2023;38860015-2023;RN;Ipanguaçu;2404705.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860015-2023;RN;São José do Seridó;2412401.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860015-2023;RN;São Fernando;2411809.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860015-2023;RN;Currais Novos;2403103.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 300.000,00
Jean Paul Prates;2023;38860015-2023;RN;Lagoa de Velhos;2406403.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 300.000,00
Jean Paul Prates;2023;38860015-2023;RN;Touros;2414407.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860015-2023;RN;Riacho da Cruz;2410702.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 194.988,00
Jean Paul Prates;2023;38860015-2023;RN;Upanema;2414605.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860015-2023;RN;Jardim do Seridó;2405702.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860015-2023;RN;Maxaranguape;2407500.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860015-2023;RN;Umarizal;2414506.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860015-2023;RN;Vera Cruz;2414803.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2020;38860016-2020;RN;Natal;2408102.0;Fundo Estadual de Saúde do Rio Grande do Norte;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Ampliação da Unidade de Atenção Especializada em Saúde.;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2021;38860016-2021;RN;Natal;2408102.0;Clarear Comércio e Serviços de Mao de Obra - Eireli;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 287.422,31
Jean Paul Prates;2021;38860016-2021;;;;Imposto/Contribuição;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 112.880,66
Jean Paul Prates;2021;38860016-2021;DF;Brasília;;Banco do Brasil AS;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 86.510,91
Jean Paul Prates;2021;38860016-2021;RN;Currais Novos;2403103.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.470,78
Jean Paul Prates;2021;38860016-2021;RN;Ceará-Mirim;2402600.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 1.820,90
Jean Paul Prates;2021;38860016-2021;RN;Apodi;2401008.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 1.569,90
Jean Paul Prates;2021;38860016-2021;RN;Ceará-Mirim;2402600.0;Associação Potiguar Dos Assentados e Assentadas da Reforma Agrária;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 1.409,13
Jean Paul Prates;2021;38860016-2021;RN;Macau;2407203.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 1.220,12
Jean Paul Prates;2021;38860016-2021;RN;Parelhas;2408904.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 915,09
Jean Paul Prates;2021;38860016-2021;RN;Ipanguaçu;2404705.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 881,04
Jean Paul Prates;2021;38860016-2021;RN;João Câmara;2405801.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 847,01
Jean Paul Prates;2021;38860016-2021;RN;São Paulo do Potengi;2412609.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 784,95
Jean Paul Prates;2021;38860016-2021;RN;Jucurutu;2406106.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 610,06
Jean Paul Prates;2021;38860016-2021;RN;Canguaretama;2402204.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 349,78
Jean Paul Prates;2021;38860016-2021;RN;Lajes;2406700.0;Município;Assistência Aos Estudantes Das Instituições Federais de Educação Profissional e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 305,03
Jean Paul Prates;2023;38860016-2023;RN;Lajes;2406700.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860016-2023;RN;Janduís;2405207.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 370.000,00
Jean Paul Prates;2023;38860016-2023;RN;Ipueira;2404804.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 312.821,00
Jean Paul Prates;2023;38860016-2023;RN;Upanema;2414605.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 300.000,00
Jean Paul Prates;2023;38860016-2023;RN;Japi;2405405.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 282.897,00
Jean Paul Prates;2023;38860016-2023;RN;São Miguel do Gostoso;2412559.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 270.000,00
Jean Paul Prates;2023;38860016-2023;RN;Santa Maria;2409332.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 270.000,00
Jean Paul Prates;2023;38860016-2023;RN;Afonso Bezerra;2400307.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 270.000,00
Jean Paul Prates;2023;38860016-2023;RN;Poço Branco;2410108.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 270.000,00
Jean Paul Prates;2023;38860016-2023;RN;Caicó;2402006.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2023;38860016-2023;RN;Rodolfo Fernandes;2411007.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 240.000,00
Jean Paul Prates;2023;38860016-2023;RN;Frutuoso Gomes;2404002.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 220.000,00
Jean Paul Prates;2023;38860016-2023;RN;Macaíba;2407104.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Apodi;2401008.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Assú;2400208.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Pau dos Ferros;2409407.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Acari;2400109.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Darlan Santos;84 99416-9266;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Jandaíra;2405108.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Sítio Novo;2413706.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Umarizal;2414506.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;;;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Serra de São Bento;2413300.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Patu;2409308.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860016-2023;RN;Triunfo Potiguar;2414456.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 174.382,00
Jean Paul Prates;2023;38860016-2023;RN;Campo Redondo;2402105.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 170.000,00
Jean Paul Prates;2023;38860016-2023;RN;São José do Seridó;2412401.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 159.800,00
Jean Paul Prates;2023;38860016-2023;RN;Carnaúba dos Dantas;2402402.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Messias Targino;2407609.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Rio do Fogo;2408953.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Maxaranguape;2407500.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Angicos;2400802.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Jaçanã;2405009.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Lucrécia;2406908.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860016-2023;RN;Coronel João Pessoa;2402907.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 144.888,00
Jean Paul Prates;2023;38860016-2023;RN;Campo Grande;2401305.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 140.000,00
Jean Paul Prates;2023;38860016-2023;RN;Cruzeta;2403004.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Olho-D'Água do Borges;2408409.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Bento Fernandes;2401602.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;São João do Sabugi;2412104.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Brejinho;2401800.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Nova Cruz;2408300.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Martins;2407401.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Baía Formosa;2401404.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Equador;2403400.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Governador Dix-Sept Rosado;2404309.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860016-2023;RN;Serrinha;2413508.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2020;38860017-2020;RN;São Tomé;2412906.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de Trator com Implementos Agrícolas.;Vazio;Vazio;R$ 191.000,00
Jean Paul Prates;2020;38860017-2020;RN;Cerro Corá;2402709.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de trator e implementos agrícolas.;Vazio;Vazio;R$ 143.250,00
Jean Paul Prates;2020;38860017-2020;RN;Upanema;2414605.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de trator agrícola;Vazio;Vazio;R$ 126.503,88
Jean Paul Prates;2020;38860017-2020;RN;São Miguel do Gostoso;2412559.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 125.882,73
Jean Paul Prates;2020;38860017-2020;DF;Brasília;;Caixa Econômica Federal;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 36.817,00
Jean Paul Prates;2020;38860017-2020;;;;Imposto/Contribuição;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 8.193,00
Jean Paul Prates;2021;38860017-2021;RN;Natal;2408102.0;Estado do Rio Grande do Norte;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 1.000.000,00
Jean Paul Prates;2021;38860017-2021;RN;Macaíba;2407104.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 500.000,00
Jean Paul Prates;2021;38860017-2021;RN;Currais Novos;2403103.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2021;38860019-2021;CE;Aracati;;Carla Milena Silva de Souza;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;CE;Aracati;;Giovanna Maressa Barbosa da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Thiago Escolastico Paulino Leite;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Magnus Kelly de Oliveira Pinheiro;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Aldecir Peixoto Maia;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Pio Gianotti Pinheiro Sisenando;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Jamara Carlos Moura Cavalcante;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Israel Luis Silva Martins;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Evanilson Alves Pereira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Anabia Tavares da Silva Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Brenda Alves Barbosa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Carlos Alberto Ribeiro;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Rafaela Anastacia Palhares;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;DF;Brasília;;Jose Roberto Pontes Martiniano;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;PB;Cajazeiras;;Lairton Ferreira da Costa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RJ;Rio de Janeiro;;Janyelly Aparecida Oliveira Rodrigues;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RJ;Rio de Janeiro;;Suhenia Beatriz Oliveira da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RJ;Rio de Janeiro;;Valeria Lira de Sousa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Rayssa Mayelle Cabral da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Lucrécia;2406908.0;Patricio Alves Miranda;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Pau dos Ferros;2409407.0;Elivanio Carneiro do Nascimento Junior;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Tuane Naiara Elpidio Torres;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Jessica Oliveira da Costa Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Apodi;2401008.0;Sadrak Pinheiro Sisenando;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Kaythile Emanuela Oliveira Dos Santos;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Fabio Luiz Dantas Vieira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Charleynne Cristinny Bessa Bezerra;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Adriana Andrade Azevedo;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Elisangela Medeiros de Melo;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Marina Oreano;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Flavio de Oliveira Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Ivanilson Borges da Cunha;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
